age,male,female
0,9401544,8889629
1,9401544,8889629
2,9401544,8889629
3,9401544,8889629
4,9401544,8889629
5,8044629,7523733
6,8044629,7523733
7,8044629,7523733
8,8044629,7523733
9,8044629,7523733
10,7234585,6719224
11,7234585,6719224
12,7234585,6719224
13,7234585,6719224
14,7234585,6719224
15,6409511,5919434
16,6409511,5919434
17,6409511,5919434
18,6409511,5919434
19,6409511,5919434
20,5308954,4887729
21,5308954,4887729
22,5308954,4887729
23,5308954,4887729
24,5308954,4887729
25,4003784,3796683
26,4003784,3796683
27,4003784,3796683
28,4003784,3796683
29,4003784,3796683
30,3550260,3384347
31,3550260,3384347
32,3550260,3384347
33,3550260,3384347
34,3550260,3384347
35,3274729,3126986
36,3274729,3126986
37,3274729,3126986
38,3274729,3126986
39,3274729,3126986
40,2929194,2717835
41,2929194,2717835
42,2929194,2717835
43,2929194,2717835
44,2929194,2717835
45,2563553,2318195
46,2563553,2318195
47,2563553,2318195
48,2563553,2318195
49,2563553,2318195
50,2163429,1978453
51,2163429,1978453
52,2163429,1978453
53,2163429,1978453
54,2163429,1978453
55,1764644,1657537
56,1764644,1657537
57,1764644,1657537
58,1764644,1657537
59,1764644,1657537
60,1379311,1337248
61,1379311,1337248
62,1379311,1337248
63,1379311,1337248
64,1379311,1337248
65,1000627,976170
66,1000627,976170
67,1000627,976170
68,1000627,976170
69,1000627,976170
70,646569,633905
71,646569,633905
72,646569,633905
73,646569,633905
74,646569,633905
75,358088,365573
76,358088,365573
77,358088,365573
78,358088,365573
79,358088,365573
80,147342,153159
81,147342,153159
82,147342,153159
83,147342,153159
84,147342,153159
85,50244,55867
86,50244,55867
87,50244,55867
88,50244,55867
89,50244,55867
90,8381,9272
91,8381,9272
92,8381,9272
93,8381,9272
94,8381,9272
95,1177,1423
96,1177,1423
97,1177,1423
98,1177,1423
99,1177,1423
100,322,471
