age,male,female
0,11013914,10303057
1,11013914,10303057
2,11013914,10303057
3,11013914,10303057
4,11013914,10303057
5,10350530,9750148
6,10350530,9750148
7,10350530,9750148
8,10350530,9750148
9,10350530,9750148
10,13289680,12591920
11,13289680,12591920
12,13289680,12591920
13,13289680,12591920
14,13289680,12591920
15,13017891,12405758
16,13017891,12405758
17,13017891,12405758
18,13017891,12405758
19,13017891,12405758
20,9869853,9447473
21,9869853,9447473
22,9869853,9447473
23,9869853,9447473
24,9869853,9447473
25,9325097,8975225
26,9325097,8975225
27,9325097,8975225
28,9325097,8975225
29,9325097,8975225
30,8608973,8372647
31,8608973,8372647
32,8608973,8372647
33,8608973,8372647
34,8608973,8372647
35,6195024,5767838
36,6195024,5767838
37,6195024,5767838
38,6195024,5767838
39,6195024,5767838
40,5062420,4587863
41,5062420,4587863
42,5062420,4587863
43,5062420,4587863
44,5062420,4587863
45,4836335,4373939
46,4836335,4373939
47,4836335,4373939
48,4836335,4373939
49,4836335,4373939
50,4271246,3989682
51,4271246,3989682
52,4271246,3989682
53,4271246,3989682
54,4271246,3989682
55,3478276,3397419
56,3478276,3397419
57,3478276,3397419
58,3478276,3397419
59,3478276,3397419
60,2719490,2854204
61,2719490,2854204
62,2719490,2854204
63,2719490,2854204
64,2719490,2854204
65,1947619,2254212
66,1947619,2254212
67,1947619,2254212
68,1947619,2254212
69,1947619,2254212
70,1257067,1623308
71,1257067,1623308
72,1257067,1623308
73,1257067,1623308
74,1257067,1623308
75,660173,1064118
76,660173,1064118
77,660173,1064118
78,660173,1064118
79,660173,1064118
80,269061,547904
81,269061,547904
82,269061,547904
83,269061,547904
84,269061,547904
85,65777,178607
86,65777,178607
87,65777,178607
88,65777,178607
89,65777,178607
90,8488,34741
91,8488,34741
92,8488,34741
93,8488,34741
94,8488,34741
95,391,2495
96,391,2495
97,391,2495
98,391,2495
99,391,2495
100,5,304
